timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-04T10:06:36,codecarbon,b1dfa31a-b308-4e48-907b-7757685ce0b8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,696.8856527880125,0.03255189529779462,4.671052584820062e-05,46.89096153624157,296.1813500914378,20.0,0.009384873517615026,0.07221646971757423,0.0038479159793916814,0.08544925921458096,Germany,DEU,,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.11.13,3.0.4,32,13th Gen Intel(R) Core(TM) i9-13900K,1,1 x NVIDIA GeForce RTX 4090,,,62.46665954589844,machine,N,1.0
