timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-10T04:44:02,codecarbon,14347b2e-3909-4767-bbb9-6b04283aa444,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,119.30210827800329,0.0030352117318220673,2.544139224052333e-05,228.86393639219196,0,20.0,0.007309960787686169,0.0,0.0006575198051004716,0.007967480592786631,Germany,DEU,,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.11.13,3.0.4,32,13th Gen Intel(R) Core(TM) i9-13900K,1,1 x NVIDIA GeForce RTX 4090,,,62.46664810180664,machine,N,1.0
