timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-10T03:44:24,codecarbon,8c201242-8d59-4e9b-b7b5-e377e890ac5a,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,117.94029332799983,0.004021294897687103,3.409602252305422e-05,20.235442096655536,303.1191475884824,20.0,0.0005812665922351242,0.009325017460008134,0.0006496810289671382,0.010555965081210403,Germany,DEU,,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.11.13,3.0.4,32,13th Gen Intel(R) Core(TM) i9-13900K,1,1 x NVIDIA GeForce RTX 4090,,,62.46664810180664,machine,N,1.0
