timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-10T01:41:10,codecarbon,c8cef624-6de8-497b-92d5-c6606d464b72,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,114.95557508300408,0.0031236737533081186,2.7172877444635972e-05,17.336312163509007,225.25909747061135,20.0,0.0006214234499161385,0.006942941665460278,0.0006353297351502177,0.008199694850526627,Germany,DEU,,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.11.13,3.0.4,32,13th Gen Intel(R) Core(TM) i9-13900K,1,1 x NVIDIA GeForce RTX 4090,,,62.46664810180664,machine,N,1.0
