,ocr,value,manual,val_diff,still_errors
/home/fischer/repos/ai-energy-validation/results/imagenet_120_2025-09-12_09-25-19/587608564fe34417bb2e14ab75d5bc72_capture_start.jpg,6.622,6.622,True,,False
/home/fischer/repos/ai-energy-validation/results/imagenet_120_2025-09-12_09-25-19/587608564fe34417bb2e14ab75d5bc72_capture_stop.jpg,6.630,6.63,True,0.008000000000000007,False
/home/fischer/repos/ai-energy-validation/results/imagenet_120_2025-09-12_09-25-19/dbd7c0443ce24da5b3bec36c6f78d5fd_capture_start.jpg,6.631,6.631,True,0.001000000000000334,False
/home/fischer/repos/ai-energy-validation/results/imagenet_120_2025-09-12_09-25-19/dbd7c0443ce24da5b3bec36c6f78d5fd_capture_stop.jpg,6.638,6.638,True,0.006999999999999673,False
/home/fischer/repos/ai-energy-validation/results/imagenet_120_2025-09-12_09-25-19/78b1f454568b486b904aea7d3bf7f54d_capture_start.jpg,6.639,6.639,True,0.001000000000000334,False
/home/fischer/repos/ai-energy-validation/results/imagenet_120_2025-09-12_09-25-19/78b1f454568b486b904aea7d3bf7f54d_capture_stop.jpg,6.650,6.65,True,0.01100000000000012,False
/home/fischer/repos/ai-energy-validation/results/imagenet_120_2025-09-12_09-25-19/5b7435aee0484557bcdc95fbc2af1502_capture_start.jpg,6.651,6.651,True,0.0009999999999994458,False
/home/fischer/repos/ai-energy-validation/results/imagenet_120_2025-09-12_09-25-19/5b7435aee0484557bcdc95fbc2af1502_capture_stop.jpg,6.660,6.66,True,0.009000000000000341,False
/home/fischer/repos/ai-energy-validation/results/imagenet_120_2025-09-12_09-25-19/13255ba445a6407e859466cd0f01b53f_capture_start.jpg,6.662,6.662,True,0.0019999999999997797,False
/home/fischer/repos/ai-energy-validation/results/imagenet_120_2025-09-12_09-25-19/13255ba445a6407e859466cd0f01b53f_capture_stop.jpg,6.670,6.67,True,0.008000000000000007,False
/home/fischer/repos/ai-energy-validation/results/imagenet_120_2025-09-12_09-25-19/b8a46e16333d46849fdf5d90ed5e4b3e_capture_start.jpg,6.672,6.672,True,0.0019999999999997797,False
/home/fischer/repos/ai-energy-validation/results/imagenet_120_2025-09-12_09-25-19/b8a46e16333d46849fdf5d90ed5e4b3e_capture_stop.jpg,6.679,6.679,True,0.007000000000000561,False
/home/fischer/repos/ai-energy-validation/results/imagenet_120_2025-09-12_09-25-19/6bd46fa7534f417280496b13769c4094_capture_start.jpg,6.681,6.681,True,0.0019999999999997797,False
/home/fischer/repos/ai-energy-validation/results/imagenet_120_2025-09-12_09-25-19/6bd46fa7534f417280496b13769c4094_capture_stop.jpg,6.689,6.689,True,0.008000000000000007,False
/home/fischer/repos/ai-energy-validation/results/imagenet_120_2025-09-12_09-25-19/3c98efe6adc64aef91e52efc049531a5_capture_start.jpg,6.690,6.69,True,0.001000000000000334,False
/home/fischer/repos/ai-energy-validation/results/imagenet_120_2025-09-12_09-25-19/3c98efe6adc64aef91e52efc049531a5_capture_stop.jpg,6.699,6.699,True,0.008999999999999453,False
