run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.loss,metrics.sparse_categorical_accuracy,metrics.power_draw_total_gt,metrics.power_draw,metrics.power_draw_total,metrics.sparse_top_k_categorical_accuracy,metrics.running_time_total_gt,metrics.running_time,metrics.running_time_gt,metrics.power_draw_gt,metrics.running_time_total,params.batch_size,params.n_samples,params.batchsize,params.parameters,params.software,params.architecture,params.dataset,params.model,params.task,tags.mlflow.source.type,tags.mlflow.source.git.repoURL,tags.mlflow.user,tags.mlflow.project.entryPoint,tags.mlflow.project.backend,tags.mlflow.source.name,tags.mlflow.runName,tags.mlflow.source.git.commit,tags.mlflow.project.env
9da554c743bf479ca6041e12b82df071,309806188325510521,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/309806188325510521/9da554c743bf479ca6041e12b82df071/artifacts,2026-05-12 23:53:42.705000+00:00,2026-05-12 23:56:14.861000+00:00,1.008797287940979,0.7698490619659424,34056.0,2.06471769998749,25173.03819824748,0.9299540519714355,121.0,0.009907948128116685,0.009924540682414698,2.793307086614173,120.79770357799862,16,12192.0,16,23851784,Tensorflow 2.21.0,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),InceptionV3,Inference,PROJECT,https://github.com/raphischer/ai-energy-validation.git,fischer,main.py,local,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,stylish-hare-52,7e69f4af5b9b5ce6bd77fca6978f53af9fd3773f,conda
34a7f4be9c704c79a8ee946e079ed31c,309806188325510521,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/309806188325510521/34a7f4be9c704c79a8ee946e079ed31c/artifacts,2026-05-12 23:50:56.566000+00:00,2026-05-12 23:53:38.916000+00:00,0.9223386645317078,0.7888888716697693,35424.0,5.25150359436,26467.5781155744,0.9406746029853821,122.0,0.024262509918056216,0.024206349206349207,7.0285714285714285,122.28304998700332,16,5040.0,16,55873736,Tensorflow 2.21.0,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),InceptionResNetV2,Inference,PROJECT,https://github.com/raphischer/ai-energy-validation.git,fischer,main.py,local,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,overjoyed-perch-734,7e69f4af5b9b5ce6bd77fca6978f53af9fd3773f,conda
c952cd0d2d8b4def914b0923eecc781c,309806188325510521,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/309806188325510521/c952cd0d2d8b4def914b0923eecc781c/artifacts,2026-05-12 23:48:10.315000+00:00,2026-05-12 23:50:52.737000+00:00,1.7689399719238281,0.6763677000999451,36396.0,4.3869651960723095,27585.237152902682,0.8684796690940857,123.0,0.019476154504135625,0.019561068702290078,5.788167938931298,122.4660595220048,16,6288.0,16,60380648,Tensorflow 2.21.0,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),ResNet152V2,Inference,PROJECT,https://github.com/raphischer/ai-energy-validation.git,fischer,main.py,local,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,magnificent-dog-158,7e69f4af5b9b5ce6bd77fca6978f53af9fd3773f,conda
a7b3ff2360ff4e85b8bd36ed8ccd89d7,309806188325510521,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/309806188325510521/a7b3ff2360ff4e85b8bd36ed8ccd89d7/artifacts,2026-05-12 23:45:31.915000+00:00,2026-05-12 23:48:05.984000+00:00,1.7438193559646606,0.6751301884651184,35856.0,2.9490876935197656,27178.79218347816,0.8745659589767456,121.0,0.013128088289604989,0.013129340277777778,3.890625,120.98846167699958,16,9216.0,16,44675560,Tensorflow 2.21.0,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),ResNet101V2,Inference,PROJECT,https://github.com/raphischer/ai-energy-validation.git,fischer,main.py,local,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,merciful-carp-297,7e69f4af5b9b5ce6bd77fca6978f53af9fd3773f,conda
b3ae3bd9a9b147e7978e5a1edab62df4,309806188325510521,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/309806188325510521/b3ae3bd9a9b147e7978e5a1edab62df4/artifacts,2026-05-12 23:43:00.457000+00:00,2026-05-12 23:45:28.006000+00:00,1.8038957118988037,0.6520642042160034,36756.0,1.5831502257305847,27610.139936741398,0.8556192517280579,124.0,0.007114584492890138,0.0071100917431192664,2.1075688073394496,124.078353556004,16,17440.0,16,25613800,Tensorflow 2.21.0,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),ResNet50V2,Inference,PROJECT,https://github.com/raphischer/ai-energy-validation.git,fischer,main.py,local,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,unique-lynx-423,7e69f4af5b9b5ce6bd77fca6978f53af9fd3773f,conda
054b7534cea94939821486e2cb491ed6,309806188325510521,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/309806188325510521/054b7534cea94939821486e2cb491ed6/artifacts,2026-05-12 23:40:19.992000+00:00,2026-05-12 23:42:56.442000+00:00,1.2221301794052124,0.7280997037887573,36756.0,4.658229597483983,27651.25089066492,0.900943398475647,123.0,0.020808395450134742,0.020721024258760108,6.192048517520216,123.51863539199984,16,5936.0,16,60419944,Tensorflow 2.21.0,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),ResNet152,Inference,PROJECT,https://github.com/raphischer/ai-energy-validation.git,fischer,main.py,local,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,salty-swan-820,7e69f4af5b9b5ce6bd77fca6978f53af9fd3773f,conda
8c5d3fbe45084e53b4f511d8ff8a6eea,309806188325510521,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/309806188325510521/8c5d3fbe45084e53b4f511d8ff8a6eea/artifacts,2026-05-12 23:37:40.773000+00:00,2026-05-12 23:40:16.176000+00:00,1.240942120552063,0.7199812531471252,36792.0,3.2416127669297277,27644.473676376718,0.8978658318519592,122.0,0.014386286219042917,0.014305816135084427,4.314258911819888,122.686248875998,16,8528.0,16,44707176,Tensorflow 2.21.0,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),ResNet101,Inference,PROJECT,https://github.com/raphischer/ai-energy-validation.git,fischer,main.py,local,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,funny-cub-17,7e69f4af5b9b5ce6bd77fca6978f53af9fd3773f,conda
81c3a3ccc1eb4733b6cf2592736be961,309806188325510521,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/309806188325510521/81c3a3ccc1eb4733b6cf2592736be961/artifacts,2026-05-12 23:35:09.757000+00:00,2026-05-12 23:37:36.983000+00:00,1.3391245603561401,0.6996339559555054,35928.0,1.8197927462732213,26845.582593022562,0.8843546509742737,122.0,0.008246459423874832,0.00827006507592191,2.435466377440347,121.65176942100152,16,14752.0,16,25636712,Tensorflow 2.21.0,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),ResNet50,Inference,PROJECT,https://github.com/raphischer/ai-energy-validation.git,fischer,main.py,local,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,peaceful-zebra-188,7e69f4af5b9b5ce6bd77fca6978f53af9fd3773f,conda
4c62e6261b6149e6b0af48ab0f7ce16c,309806188325510521,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/309806188325510521/4c62e6261b6149e6b0af48ab0f7ce16c/artifacts,2026-05-12 23:32:31.581000+00:00,2026-05-12 23:35:06.030000+00:00,1.146851897239685,0.7333999872207642,36792.0,2.80075171790484,28007.517179048402,0.9035000205039978,122.0,0.01214589599280007,0.0122,3.6792,121.4589599280007,16,10000.0,16,20242984,Tensorflow 2.21.0,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),DenseNet201,Inference,PROJECT,https://github.com/raphischer/ai-energy-validation.git,fischer,main.py,local,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,capricious-hound-726,7e69f4af5b9b5ce6bd77fca6978f53af9fd3773f,conda
ab5b2232a3ee48d99887469d404c2d93,309806188325510521,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/309806188325510521/ab5b2232a3ee48d99887469d404c2d93/artifacts,2026-05-12 23:29:59.810000+00:00,2026-05-12 23:32:27.807000+00:00,1.2983211278915405,0.6915789246559143,36180.0,1.8058214979983132,27448.48676957436,0.8826315999031067,121.0,0.00794970447953945,0.007960526315789473,2.3802631578947366,120.83550808899965,16,15200.0,16,8062504,Tensorflow 2.21.0,13th Gen Intel(R) Core(TM) i9-13900K,ImageNet (ILSVRC 2012),DenseNet121,Inference,PROJECT,https://github.com/raphischer/ai-energy-validation.git,fischer,main.py,local,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,bittersweet-cat-905,7e69f4af5b9b5ce6bd77fca6978f53af9fd3773f,conda
