run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.power_draw,metrics.power_draw_total,metrics.running_time,metrics.n_tokens_in,metrics.n_tokens_out,metrics.running_time_total,params.parameters,params.model,params.architecture,params.dataset,params.n_samples,params.temperature,params.file_size,params.seconds,params.task,tags.mlflow.source.name,tags.mlflow.source.git.repoURL,tags.mlflow.project.entryPoint,tags.mlflow.user,tags.mlflow.runName,tags.mlflow.source.git.commit,tags.mlflow.source.type,tags.mlflow.project.backend,tags.mlflow.project.env
decb461e471548aaa4da685d6c8c2ee1,593090544047217993,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/593090544047217993/decb461e471548aaa4da685d6c8c2ee1/artifacts,2025-09-19 21:20:41.935000+00:00,2025-09-19 21:37:09.046000+00:00,881.5217429002214,186001.0877519467,4.54424665824199,28095.306220095692,400473.0,958.8360448890598,268.10M,gemma3:270m,NVIDIA GeForce RTX 4090,LLM Benchmark (Puffin),211,0.7,291554930,900,Inference,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,https://github.com/raphischer/ai-energy-validation.git,main.py,fischer,learned-gull-290,1ffbfa560be7fd27159d1da75c8a2e930b8379ee,PROJECT,local,conda
34e6c0c3d94047dd896e71d823e424ce,593090544047217993,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/593090544047217993/34e6c0c3d94047dd896e71d823e424ce/artifacts,2025-09-19 21:04:04.874000+00:00,2025-09-19 21:20:39.240000+00:00,1511.7382857677574,187455.5474352019,7.693701545999858,15060.455284552845,403400.0,954.0189917039824,268.10M,gemma3:270m,NVIDIA GeForce RTX 4090,LLM Benchmark (Puffin),124,0.1,291554930,900,Inference,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,https://github.com/raphischer/ai-energy-validation.git,main.py,fischer,exultant-lark-13,1ffbfa560be7fd27159d1da75c8a2e930b8379ee,PROJECT,local,conda
ea228a83212a46129f27b1c7da701922,593090544047217993,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/593090544047217993/ea228a83212a46129f27b1c7da701922/artifacts,2025-09-19 20:46:09.222000+00:00,2025-09-19 21:04:02.110000+00:00,2693.5440916982657,342080.09964567976,8.22045587562208,24730.0,193540.0,1043.997896204004,4.3B,gemma3:4b,NVIDIA GeForce RTX 4090,LLM Benchmark (Puffin),127,0.7,3338801804,900,Inference,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,https://github.com/raphischer/ai-energy-validation.git,main.py,fischer,righteous-cat-706,1ffbfa560be7fd27159d1da75c8a2e930b8379ee,PROJECT,local,conda
995d25bfe07e4345917d9e4398b4eef4,593090544047217993,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/593090544047217993/995d25bfe07e4345917d9e4398b4eef4/artifacts,2025-09-19 20:29:57.180000+00:00,2025-09-19 20:46:06.623000+00:00,3071.1866998088026,294833.92318164505,9.32147087414584,11970.0,167008.0,894.8612039180007,4.3B,gemma3:4b,NVIDIA GeForce RTX 4090,LLM Benchmark (Puffin),96,0.1,3338801804,900,Inference,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,https://github.com/raphischer/ai-energy-validation.git,main.py,fischer,calm-tern-129,1ffbfa560be7fd27159d1da75c8a2e930b8379ee,PROJECT,local,conda
777b82a6638b4bd98851a6abdbfa0378,593090544047217993,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/593090544047217993/777b82a6638b4bd98851a6abdbfa0378/artifacts,2025-09-19 20:13:30.575000+00:00,2025-09-19 20:29:54.522000+00:00,2315.91832707803,275594.2809222856,8.030474382924199,16826.0,313541.0,955.6264515679796,1.8B,deepseek-r1:1.5b,NVIDIA GeForce RTX 4090,LLM Benchmark (Puffin),119,0.7,1117322768,900,Inference,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,https://github.com/raphischer/ai-energy-validation.git,main.py,fischer,monumental-gnu-326,1ffbfa560be7fd27159d1da75c8a2e930b8379ee,PROJECT,local,conda
bdc3be891e3b4875885518900fff28b5,593090544047217993,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/593090544047217993/bdc3be891e3b4875885518900fff28b5/artifacts,2025-09-19 19:57:06.874000+00:00,2025-09-19 20:13:28.030000+00:00,6417.631455752718,269540.5211416141,21.93375777966797,5332.0,300144.0,921.2178267460548,1.8B,deepseek-r1:1.5b,NVIDIA GeForce RTX 4090,LLM Benchmark (Puffin),42,0.1,1117322768,900,Inference,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,https://github.com/raphischer/ai-energy-validation.git,main.py,fischer,capable-mink-146,1ffbfa560be7fd27159d1da75c8a2e930b8379ee,PROJECT,local,conda
16a518991ba54549bb33ac811c4a2124,593090544047217993,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/593090544047217993/16a518991ba54549bb33ac811c4a2124/artifacts,2025-09-19 19:40:48.572000+00:00,2025-09-19 19:57:04.207000+00:00,155.9884756082381,321492.2482285787,0.43656994284185763,,0.0,899.7706521970686,8.2B,deepseek-r1:8b,NVIDIA GeForce RTX 4090,LLM Benchmark (Puffin),2061,0.7,5225376047,900,Inference,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,https://github.com/raphischer/ai-energy-validation.git,main.py,fischer,redolent-kit-133,1ffbfa560be7fd27159d1da75c8a2e930b8379ee,PROJECT,local,conda
ac93fcbe15a24e2fa5a447508147319e,593090544047217993,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/593090544047217993/ac93fcbe15a24e2fa5a447508147319e/artifacts,2025-09-19 19:23:51.572000+00:00,2025-09-19 19:40:45.956000+00:00,15574.959159898253,342649.1015177616,40.99243323276857,3626.0,111982.0,901.8335311209084,8.2B,deepseek-r1:8b,NVIDIA GeForce RTX 4090,LLM Benchmark (Puffin),22,0.1,5225376047,900,Inference,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,https://github.com/raphischer/ai-energy-validation.git,main.py,fischer,calm-goat-888,1ffbfa560be7fd27159d1da75c8a2e930b8379ee,PROJECT,local,conda
7fb472a6c7fb4bb9acb56d6b47568012,593090544047217993,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/593090544047217993/7fb472a6c7fb4bb9acb56d6b47568012/artifacts,2025-09-19 19:08:20.282000+00:00,2025-09-19 19:23:49.163000+00:00,5650.282181279054,327716.36651418515,15.517945782429988,11850.0,150239.0,900.0408553809393,20.9B,gpt-oss:20b,NVIDIA GeForce RTX 4090,LLM Benchmark (Puffin),58,0.7,13780173724,900,Inference,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,https://github.com/raphischer/ai-energy-validation.git,main.py,fischer,monumental-duck-687,1ffbfa560be7fd27159d1da75c8a2e930b8379ee,PROJECT,local,conda
455dd0ade2084027b3121a5e65e029e3,593090544047217993,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/593090544047217993/455dd0ade2084027b3121a5e65e029e3/artifacts,2025-09-19 18:44:44.290000+00:00,2025-09-19 19:08:17.875000+00:00,60762.74509903104,425339.2156932173,169.22951064714496,1022.0,189517.0,1184.6065745300148,20.9B,gpt-oss:20b,NVIDIA GeForce RTX 4090,LLM Benchmark (Puffin),7,0.1,13780173724,900,Inference,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,https://github.com/raphischer/ai-energy-validation.git,main.py,fischer,resilient-pig-972,1ffbfa560be7fd27159d1da75c8a2e930b8379ee,PROJECT,local,conda

