run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.sparse_top_k_categorical_accuracy,metrics.running_time,metrics.sparse_categorical_accuracy,metrics.power_draw_total,metrics.loss,metrics.running_time_total,metrics.power_draw,params.batchsize,params.n_samples,params.architecture,params.task,params.model,params.datadir,params.seconds,params.parameters,params.batch_size,params.dataset,params.software,tags.mlflow.project.env,tags.mlflow.source.type,tags.mlflow.runName,tags.mlflow.project.entryPoint,tags.mlflow.project.backend,tags.mlflow.source.git.repoURL,tags.mlflow.source.name,tags.mlflow.user,tags.mlflow.source.git.commit
9012e700e48c494487525ac21a1962e3,839899330872527168,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/839899330872527168/9012e700e48c494487525ac21a1962e3/artifacts,2025-09-12 14:07:14.100000+00:00,2025-09-12 14:10:16.509000+00:00,0.9413226246833801,0.023081789201833562,0.7893730998039246,29193.274765290596,0.9194789528846741,120.7639211039932,5.579754351164105,16,5232.0,13th Gen Intel(R) Core(TM) i9-13900K,Inference,InceptionResNetV2,/data/d1/fischer_diss/imagenet,120,55873736,16,ImageNet (ILSVRC 2012),Tensorflow 2.20.0,conda,PROJECT,suave-wren-32,main.py,local,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,fischer,e8abdb420bec5a90bcf2772f65509d5ff4d2baae
fdd9c1a15e4b4c29bd20b47b9b3d0c25,839899330872527168,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/839899330872527168/fdd9c1a15e4b4c29bd20b47b9b3d0c25/artifacts,2025-09-12 14:04:11.195000+00:00,2025-09-12 14:07:10.255000+00:00,0.8680904507637024,0.018786937717336583,0.6758794188499451,28672.923819343323,1.7712655067443848,119.63521938399936,4.50265763494713,16,6368.0,13th Gen Intel(R) Core(TM) i9-13900K,Inference,ResNet152V2,/data/d1/fischer_diss/imagenet,120,60380648,16,ImageNet (ILSVRC 2012),Tensorflow 2.20.0,conda,PROJECT,aged-pig-310,main.py,local,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,fischer,e8abdb420bec5a90bcf2772f65509d5ff4d2baae
8ad125fa033d465298031968e0686a93,839899330872527168,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/839899330872527168/8ad125fa033d465298031968e0686a93/artifacts,2025-09-12 14:01:14.411000+00:00,2025-09-12 14:04:07.483000+00:00,0.8736321330070496,0.012704689180554545,0.6745581030845642,29074.47952034592,1.7546818256378174,120.7453659719904,3.0591834512148486,16,9504.0,13th Gen Intel(R) Core(TM) i9-13900K,Inference,ResNet101V2,/data/d1/fischer_diss/imagenet,120,44675560,16,ImageNet (ILSVRC 2012),Tensorflow 2.20.0,conda,PROJECT,enthused-koi-489,main.py,local,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,fischer,e8abdb420bec5a90bcf2772f65509d5ff4d2baae
56ffeb6b46184535bc907055bbb7db8e,839899330872527168,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/839899330872527168/56ffeb6b46184535bc907055bbb7db8e/artifacts,2025-09-12 13:58:24.497000+00:00,2025-09-12 14:01:10.645000+00:00,0.8557343482971191,0.006769266286377757,0.6528785228729248,28781.09507137752,1.800096035003662,119.46401142199466,1.630841742485127,16,17648.0,13th Gen Intel(R) Core(TM) i9-13900K,Inference,ResNet50V2,/data/d1/fischer_diss/imagenet,120,25613800,16,ImageNet (ILSVRC 2012),Tensorflow 2.20.0,conda,PROJECT,rogue-auk-456,main.py,local,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,fischer,e8abdb420bec5a90bcf2772f65509d5ff4d2baae
0d30e34f4b6546e78972b245a3b8ee90,839899330872527168,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/839899330872527168/0d30e34f4b6546e78972b245a3b8ee90/artifacts,2025-09-12 13:55:23.052000+00:00,2025-09-12 13:58:20.675000+00:00,0.9008445739746094,0.019996475298479265,0.7280405163764954,28444.03260581916,1.2232238054275513,118.37913376699726,4.804735237469453,16,5920.0,13th Gen Intel(R) Core(TM) i9-13900K,Inference,ResNet152,/data/d1/fischer_diss/imagenet,120,60419944,16,ImageNet (ILSVRC 2012),Tensorflow 2.20.0,conda,PROJECT,spiffy-loon-665,main.py,local,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,fischer,e8abdb420bec5a90bcf2772f65509d5ff4d2baae
24d1d0367f204341922ce9bbc42da87e,839899330872527168,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/839899330872527168/24d1d0367f204341922ce9bbc42da87e/artifacts,2025-09-12 13:52:24.475000+00:00,2025-09-12 13:55:19.138000+00:00,0.8982933759689331,0.013853011666167639,0.7203643918037415,28879.03306973988,1.2371329069137573,120.13331716900576,3.330146802322403,16,8672.0,13th Gen Intel(R) Core(TM) i9-13900K,Inference,ResNet101,/data/d1/fischer_diss/imagenet,120,44707176,16,ImageNet (ILSVRC 2012),Tensorflow 2.20.0,conda,PROJECT,burly-lark-809,main.py,local,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,fischer,e8abdb420bec5a90bcf2772f65509d5ff4d2baae
2ebab5126219462f8d0ad25eb0bf7aa1,839899330872527168,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/839899330872527168/2ebab5126219462f8d0ad25eb0bf7aa1/artifacts,2025-09-12 13:49:34.530000+00:00,2025-09-12 13:52:20.805000+00:00,0.8842344880104065,0.007860488274960378,0.6996119022369385,28546.534958430602,1.3392213582992554,117.46713678100788,1.9102338703446602,16,14944.0,13th Gen Intel(R) Core(TM) i9-13900K,Inference,ResNet50,/data/d1/fischer_diss/imagenet,120,25636712,16,ImageNet (ILSVRC 2012),Tensorflow 2.20.0,conda,PROJECT,debonair-ray-510,main.py,local,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,fischer,e8abdb420bec5a90bcf2772f65509d5ff4d2baae
b9782bca8419473a8d1523c54f2b0a9b,839899330872527168,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/839899330872527168/b9782bca8419473a8d1523c54f2b0a9b/artifacts,2025-09-12 13:46:35.169000+00:00,2025-09-12 13:49:30.790000+00:00,0.9034633636474609,0.012223901896299036,0.7334793210029602,28926.604044045722,1.1465950012207031,122.8257662540127,2.8788419629822575,16,10048.0,13th Gen Intel(R) Core(TM) i9-13900K,Inference,DenseNet201,/data/d1/fischer_diss/imagenet,120,20242984,16,ImageNet (ILSVRC 2012),Tensorflow 2.20.0,conda,PROJECT,awesome-stoat-314,main.py,local,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,fischer,e8abdb420bec5a90bcf2772f65509d5ff4d2baae
5c31d646855f4b1f89e71882815cd318,839899330872527168,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/839899330872527168/5c31d646855f4b1f89e71882815cd318/artifacts,2025-09-12 13:43:43.268000+00:00,2025-09-12 13:46:31.365000+00:00,0.8821410536766052,0.007710979203551029,0.690659761428833,29526.813925538398,1.301184892654419,122.01853491699148,1.8659513350314962,16,15824.0,13th Gen Intel(R) Core(TM) i9-13900K,Inference,DenseNet121,/data/d1/fischer_diss/imagenet,120,8062504,16,ImageNet (ILSVRC 2012),Tensorflow 2.20.0,conda,PROJECT,handsome-lamb-398,main.py,local,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,fischer,e8abdb420bec5a90bcf2772f65509d5ff4d2baae
b22461eb15f2424a8cebbb1a8ddf0554,839899330872527168,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/839899330872527168/b22461eb15f2424a8cebbb1a8ddf0554/artifacts,2025-09-12 13:40:51.940000+00:00,2025-09-12 13:43:39.720000+00:00,0.9310877919197083,0.03677763330531943,0.7762669920921326,28454.67987483348,0.9922058582305908,119.01242137601366,8.793164361815043,4,3236.0,13th Gen Intel(R) Core(TM) i9-13900K,Inference,ConvNeXtTiny,/data/d1/fischer_diss/imagenet,120,28589128,4,ImageNet (ILSVRC 2012),Tensorflow 2.20.0,conda,PROJECT,adaptable-fawn-196,main.py,local,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,fischer,e8abdb420bec5a90bcf2772f65509d5ff4d2baae
a724724604ea4a12849ffdbd4d9d2dab,839899330872527168,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/839899330872527168/a724724604ea4a12849ffdbd4d9d2dab/artifacts,2025-09-12 13:37:51.491000+00:00,2025-09-12 13:40:48.291000+00:00,0.9479166865348816,0.07147701971238922,0.8015046119689941,26561.0255972958,0.8701152205467224,123.51229006300856,15.370963887323958,4,1728.0,13th Gen Intel(R) Core(TM) i9-13900K,Inference,ConvNeXtSmall,/data/d1/fischer_diss/imagenet,120,50223688,4,ImageNet (ILSVRC 2012),Tensorflow 2.20.0,conda,PROJECT,aged-mare-282,main.py,local,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,fischer,e8abdb420bec5a90bcf2772f65509d5ff4d2baae
