,ocr,value,manual,val_diff,still_errors
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\fcd0258406f14dd2a3273b26143d4d3d_capture_stop.jpg,1.915,1.915,False,0.08899999999999997,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\5abd19e39e30401b9ff5c259b07a622d_capture_start.jpg,1.917,1.917,False,0.0020000000000000018,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\5abd19e39e30401b9ff5c259b07a622d_capture_stop.jpg,2.038,2.038,False,0.12099999999999977,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\ca0ff21d953d4f6db131c03584ad4ed6_capture_start.jpg,2.039,2.039,False,0.001000000000000334,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\ca0ff21d953d4f6db131c03584ad4ed6_capture_stop.jpg,2.159,2.159,False,0.11999999999999966,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\77b58fde603d48c1bc94e80f15160114_capture_start.jpg,2.161,2.161,False,0.002000000000000224,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\77b58fde603d48c1bc94e80f15160114_capture_stop.jpg,2.269,2.269,False,0.1080000000000001,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\0196523c4082478a90b500677b4b2a4b_capture_start.jpg,2.270,2.27,False,0.0009999999999998899,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\0196523c4082478a90b500677b4b2a4b_capture_stop.jpg,2.376,2.376,False,0.10599999999999987,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\fa33e2cb5ea84a8f90b452c0c9298792_capture_start.jpg,2.377,2.377,False,0.0009999999999998899,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\fa33e2cb5ea84a8f90b452c0c9298792_capture_stop.jpg,2.473,2.473,False,0.09600000000000009,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\5429bc1482c74629bf8235cedecd5c0c_capture_start.jpg,2.474,2.474,False,0.001000000000000334,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\5429bc1482c74629bf8235cedecd5c0c_capture_stop.jpg,2.565,2.565,False,0.09099999999999975,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\900e015b59194af0accfa4546d4d2c52_capture_start.jpg,2.567,2.567,False,0.002000000000000224,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\900e015b59194af0accfa4546d4d2c52_capture_stop.jpg,2.690,2.69,False,0.12299999999999978,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\5c8ebcf126b64aa5921a4b8483d764fa_capture_start.jpg,2.691,2.691,False,0.0009999999999998899,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\5c8ebcf126b64aa5921a4b8483d764fa_capture_stop.jpg,2.815,2.815,False,0.12400000000000011,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\126782093b9f453981814f29906e96ad_capture_start.jpg,2.820,2.82,False,0.004999999999999893,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\126782093b9f453981814f29906e96ad_capture_stop.jpg,2.933,2.933,False,0.11299999999999999,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\c1cd3ba357cb4e748c2ab87f68150f57_capture_start.jpg,2.933,2.933,False,0.0,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\c1cd3ba357cb4e748c2ab87f68150f57_capture_stop.jpg,3.051,3.051,False,0.11800000000000033,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\51d545d31dba494281e583c556b3b6b5_capture_start.jpg,3.057,3.057,False,0.005999999999999783,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\51d545d31dba494281e583c556b3b6b5_capture_stop.jpg,3.193,3.193,False,0.13600000000000012,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\a82539490cea4ae9be360ac54906f9aa_capture_start.jpg,3.194,3.194,False,0.0009999999999998899,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\a82539490cea4ae9be360ac54906f9aa_capture_stop.jpg,3.319,3.319,False,0.125,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\c61962d4de3b49ed95efae4d2ed8c7a8_capture_start.jpg,3.321,3.321,False,0.002000000000000224,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\c61962d4de3b49ed95efae4d2ed8c7a8_capture_stop.jpg,3.428,3.428,False,0.10699999999999976,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\eb10fffd7b4c4d28b57db4d08c98bee8_capture_start.jpg,3.429,3.429,False,0.0009999999999998899,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\eb10fffd7b4c4d28b57db4d08c98bee8_capture_stop.jpg,3.535,3.535,False,0.10600000000000032,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\2c8689588a914dbfb1b9eb683498cb7f_capture_start.jpg,3.539,3.539,False,0.0040000000000000036,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\2c8689588a914dbfb1b9eb683498cb7f_capture_stop.jpg,3.666,3.666,False,0.12699999999999978,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\58db10a8d40b4ad7bb61e08ebd0386b0_capture_start.jpg,3.667,3.667,False,0.0009999999999998899,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\58db10a8d40b4ad7bb61e08ebd0386b0_capture_stop.jpg,3.795,3.795,False,0.1280000000000001,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\e510c7cc7c6a46fab1eb4a629fe49db8_capture_start.jpg,3.802,3.802,False,0.007000000000000117,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\e510c7cc7c6a46fab1eb4a629fe49db8_capture_stop.jpg,3.972,3.972,False,0.16999999999999993,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\ffcfd31aef2046e6a7ee57c208ee9a06_capture_start.jpg,3.975,3.975,False,0.0030000000000001137,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\ffcfd31aef2046e6a7ee57c208ee9a06_capture_stop.jpg,4.098,4.098,True,0.12299999999999978,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\73b13cf43c5d4be7a2612848a34825e3_capture_start.jpg,4.100,4.1,True,0.0019999999999997797,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\73b13cf43c5d4be7a2612848a34825e3_capture_stop.jpg,4.251,4.251,False,0.1510000000000007,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\d9d752c4e97646828579161b61323794_capture_start.jpg,4.252,4.252,False,0.0009999999999994458,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\d9d752c4e97646828579161b61323794_capture_stop.jpg,4.372,4.372,False,0.1200000000000001,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\f034a99b768f46caa007bc6783d75c11_capture_start.jpg,4.374,4.374,True,0.0019999999999997797,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\f034a99b768f46caa007bc6783d75c11_capture_stop.jpg,4.492,4.492,False,0.11800000000000033,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\bc39cfd2c3e1456996abfcc7d4de1699_capture_start.jpg,4.493,4.493,True,0.001000000000000334,False
d:\Repos\ai-energy-validation\results\ollama_900_2025-09-11_15-02-36\bc39cfd2c3e1456996abfcc7d4de1699_capture_stop.jpg,4.611,4.611,True,0.11799999999999944,False
