run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.power_draw_total,metrics.running_time,metrics.power_draw,metrics.sparse_top_k_categorical_accuracy,metrics.sparse_categorical_accuracy,metrics.loss,metrics.running_time_total,params.parameters,params.architecture,params.datadir,params.model,params.software,params.batch_size,params.batchsize,params.n_samples,params.seconds,params.dataset,params.task,tags.mlflow.source.type,tags.mlflow.project.env,tags.mlflow.project.backend,tags.mlflow.runName,tags.mlflow.source.git.repoURL,tags.mlflow.source.name,tags.mlflow.project.entryPoint,tags.mlflow.user,tags.mlflow.source.git.commit
01b0320de6984c20bb9b24b32f39347c,963189469526681518,FAILED,file:///home/fischer/repos/ai-energy-validation/mlruns/963189469526681518/01b0320de6984c20bb9b24b32f39347c/artifacts,2025-09-10 03:08:34.611000+00:00,2025-09-10 03:08:56.845000+00:00,,,,,,,,30562527,NVIDIA GeForce RTX 4090,/data/d1/fischer_diss/imagenet,EfficientNetB5,Tensorflow 2.20.0,16,16,,120,ImageNet (ILSVRC 2012),Inference,PROJECT,conda,local,fearless-fowl-91,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,main.py,fischer,a53f9954b59e9eb3d783fc6e12876855c920794a
df41f8041b7c4db4abf25b30578a03c4,963189469526681518,FAILED,file:///home/fischer/repos/ai-energy-validation/mlruns/963189469526681518/df41f8041b7c4db4abf25b30578a03c4/artifacts,2025-09-10 03:08:15.963000+00:00,2025-09-10 03:08:28.638000+00:00,,,,,,,,30562527,NVIDIA GeForce RTX 4090,/data/d1/fischer_diss/imagenet,EfficientNetB5,Tensorflow 2.20.0,16,16,,120,ImageNet (ILSVRC 2012),Inference,PROJECT,conda,local,charming-eel-667,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,main.py,fischer,a53f9954b59e9eb3d783fc6e12876855c920794a
9fd8fff233f849ebae90052c0b59ad7a,963189469526681518,FAILED,file:///home/fischer/repos/ai-energy-validation/mlruns/963189469526681518/9fd8fff233f849ebae90052c0b59ad7a/artifacts,2025-09-10 03:07:57.825000+00:00,2025-09-10 03:08:09.372000+00:00,,,,,,,,30562527,NVIDIA GeForce RTX 4090,/data/d1/fischer_diss/imagenet,EfficientNetB5,Tensorflow 2.20.0,16,16,,120,ImageNet (ILSVRC 2012),Inference,PROJECT,conda,local,rebellious-mole-163,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,main.py,fischer,a53f9954b59e9eb3d783fc6e12876855c920794a
4ac95b6c36044888a60c2ddea46e226d,963189469526681518,FAILED,file:///home/fischer/repos/ai-energy-validation/mlruns/963189469526681518/4ac95b6c36044888a60c2ddea46e226d/artifacts,2025-09-10 03:07:40.392000+00:00,2025-09-10 03:07:51.928000+00:00,,,,,,,,30562527,NVIDIA GeForce RTX 4090,/data/d1/fischer_diss/imagenet,EfficientNetB5,Tensorflow 2.20.0,16,16,,120,ImageNet (ILSVRC 2012),Inference,PROJECT,conda,local,calm-cub-154,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,main.py,fischer,a53f9954b59e9eb3d783fc6e12876855c920794a
8b297314f4794f7f9349e935b4c29649,963189469526681518,FAILED,file:///home/fischer/repos/ai-energy-validation/mlruns/963189469526681518/8b297314f4794f7f9349e935b4c29649/artifacts,2025-09-10 03:07:17.278000+00:00,2025-09-10 03:07:34.453000+00:00,,,,,,,,30562527,NVIDIA GeForce RTX 4090,/data/d1/fischer_diss/imagenet,EfficientNetB5,Tensorflow 2.20.0,16,16,,120,ImageNet (ILSVRC 2012),Inference,PROJECT,conda,local,rogue-flea-295,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,main.py,fischer,a53f9954b59e9eb3d783fc6e12876855c920794a
c5703494ee7f4f1a846dabd0332bbe24,963189469526681518,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/963189469526681518/c5703494ee7f4f1a846dabd0332bbe24/artifacts,2025-09-10 03:04:27.964000+00:00,2025-09-10 03:07:13.155000+00:00,32703.85618925868,0.0018534379388802785,0.5071937994612078,0.9591811299324036,0.8217121362686157,0.8551247119903564,119.50967829900036,19466823,NVIDIA GeForce RTX 4090,/data/d1/fischer_diss/imagenet,EfficientNetB4,Tensorflow 2.20.0,16,16,64480.0,120,ImageNet (ILSVRC 2012),Inference,PROJECT,conda,local,adventurous-slug-343,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,main.py,fischer,a53f9954b59e9eb3d783fc6e12876855c920794a
d0ce89633fd24006a365c2317526da72,963189469526681518,FAILED,file:///home/fischer/repos/ai-energy-validation/mlruns/963189469526681518/d0ce89633fd24006a365c2317526da72/artifacts,2025-09-10 03:04:02.040000+00:00,2025-09-10 03:04:22.073000+00:00,,,,,,,,19466823,NVIDIA GeForce RTX 4090,/data/d1/fischer_diss/imagenet,EfficientNetB4,Tensorflow 2.20.0,16,16,,120,ImageNet (ILSVRC 2012),Inference,PROJECT,conda,local,bittersweet-roo-303,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,main.py,fischer,a53f9954b59e9eb3d783fc6e12876855c920794a
b3ec11120ee7490798c4129e4179c581,963189469526681518,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/963189469526681518/b3ec11120ee7490798c4129e4179c581/artifacts,2025-09-10 03:01:13.710000+00:00,2025-09-10 03:03:58.004000+00:00,29855.68512738768,0.0011162353593254348,0.2691059014222281,0.9474239349365234,0.8016206622123718,0.8799697756767273,123.83961570500104,12320535,NVIDIA GeForce RTX 4090,/data/d1/fischer_diss/imagenet,EfficientNetB3,Tensorflow 2.20.0,16,16,110944.0,120,ImageNet (ILSVRC 2012),Inference,PROJECT,conda,local,loud-swan-77,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,main.py,fischer,a53f9954b59e9eb3d783fc6e12876855c920794a
1497bb980c764ca09475c321894bedfa,963189469526681518,FAILED,file:///home/fischer/repos/ai-energy-validation/mlruns/963189469526681518/1497bb980c764ca09475c321894bedfa/artifacts,2025-09-10 03:00:57.784000+00:00,2025-09-10 03:01:07.759000+00:00,,,,,,,,,,/data/d1/fischer_diss/imagenet,EfficientNetB3,,,16,,120,,,PROJECT,conda,local,sedate-rat-690,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,main.py,fischer,a53f9954b59e9eb3d783fc6e12876855c920794a
2e84b34bd2b0447db1b7092bd4f28680,963189469526681518,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/963189469526681518/2e84b34bd2b0447db1b7092bd4f28680/artifacts,2025-09-10 02:58:08.585000+00:00,2025-09-10 03:00:53.770000+00:00,28694.063378120758,0.0007780553986385027,0.17677466349261187,0.9317644238471985,0.771537721157074,1.001473307609558,126.29395230700176,9177569,NVIDIA GeForce RTX 4090,/data/d1/fischer_diss/imagenet,EfficientNetB2,Tensorflow 2.20.0,16,16,162320.0,120,ImageNet (ILSVRC 2012),Inference,PROJECT,conda,local,rumbling-owl-267,https://github.com/raphischer/ai-energy-validation.git,file:///home/fischer/repos/ai-energy-validation#experiments/imagenet,main.py,fischer,a53f9954b59e9eb3d783fc6e12876855c920794a
