run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.running_time_total,metrics.n_tokens_in,metrics.n_tokens_out,metrics.power_draw_total,metrics.running_time,metrics.power_draw,params.dataset,params.file_size,params.architecture,params.n_samples,params.seconds,params.temperature,params.task,params.model,params.parameters,tags.mlflow.source.git.repoURL,tags.mlflow.project.env,tags.mlflow.user,tags.mlflow.source.type,tags.mlflow.project.entryPoint,tags.mlflow.runName,tags.mlflow.source.name,tags.mlflow.source.git.commit,tags.mlflow.project.backend
9ce2e053c91e4f7b8deb31f0f35d7d6e,867704528900948243,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/867704528900948243/9ce2e053c91e4f7b8deb31f0f35d7d6e/artifacts,2025-09-09 18:36:05.914000+00:00,2025-09-09 18:51:35.843000+00:00,891.6101171859991,15441.89,399635.0,281285.62842479796,8.827822942435635,2785.0062220277027,LLM Benchmark (Puffin),522653767,NVIDIA GeForce RTX 4090,101,900,0.1,Inference,qwen3:0.6b,751.63M,https://github.com/raphischer/ai-energy-validation.git,conda,fischer,PROJECT,main.py,enchanting-bug-22,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,a53f9954b59e9eb3d783fc6e12876855c920794a,local
6670427067da4f6fb311f391a547cd90,867704528900948243,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/867704528900948243/6670427067da4f6fb311f391a547cd90/artifacts,2025-09-09 18:20:49.617000+00:00,2025-09-09 18:36:03.278000+00:00,887.0529789660031,9556.0,179002.0,360856.3173902975,13.044896749500046,5306.7105498573155,LLM Benchmark (Puffin),2497293918,NVIDIA GeForce RTX 4090,68,900,0.7,Inference,qwen3:4b,4.0B,https://github.com/raphischer/ai-energy-validation.git,conda,fischer,PROJECT,main.py,kindly-skunk-413,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,a53f9954b59e9eb3d783fc6e12876855c920794a,local
69c6d59ab73648d1ab9bd001b63ecb9e,867704528900948243,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/867704528900948243/69c6d59ab73648d1ab9bd001b63ecb9e/artifacts,2025-09-09 18:04:51.691000+00:00,2025-09-09 18:20:47.031000+00:00,896.9189119699986,7406.5344827586205,178546.0,366014.5132768686,15.20201545711862,6203.635818252011,LLM Benchmark (Puffin),2497293918,NVIDIA GeForce RTX 4090,59,900,0.1,Inference,qwen3:4b,4.0B,https://github.com/raphischer/ai-energy-validation.git,conda,fischer,PROJECT,main.py,adaptable-crab-567,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,a53f9954b59e9eb3d783fc6e12876855c920794a,local
a8f9ed438abf4e6189ae331c912c2b79,867704528900948243,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/867704528900948243/a8f9ed438abf4e6189ae331c912c2b79/artifacts,2025-09-09 17:49:15.866000+00:00,2025-09-09 18:04:48.843000+00:00,907.471745195002,5726.0,121569.0,395488.45346746716,19.727646634673956,8597.57507537972,LLM Benchmark (Puffin),5225388164,NVIDIA GeForce RTX 4090,46,900,0.7,Inference,qwen3:8b,8.2B,https://github.com/raphischer/ai-energy-validation.git,conda,fischer,PROJECT,main.py,unleashed-newt-56,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,a53f9954b59e9eb3d783fc6e12876855c920794a,local
1a7590a76e3f40a0864af0e97571dd66,867704528900948243,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/867704528900948243/1a7590a76e3f40a0864af0e97571dd66/artifacts,2025-09-09 17:29:09.674000+00:00,2025-09-09 17:49:13.274000+00:00,1095.336701952001,4724.0,144121.0,478851.7250773523,34.22927193600003,14964.11640866726,LLM Benchmark (Puffin),5225388164,NVIDIA GeForce RTX 4090,32,900,0.1,Inference,qwen3:8b,8.2B,https://github.com/raphischer/ai-energy-validation.git,conda,fischer,PROJECT,main.py,hilarious-dove-67,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,a53f9954b59e9eb3d783fc6e12876855c920794a,local
03d3df7b1dba4c12a2fd43f676d3c95e,867704528900948243,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/867704528900948243/03d3df7b1dba4c12a2fd43f676d3c95e/artifacts,2025-09-09 17:13:41.972000+00:00,2025-09-09 17:29:06.946000+00:00,897.8681317669998,16135.0,89250.0,255743.85660413114,12.64603002488732,3602.0261493539597,LLM Benchmark (Puffin),7547589116,NVIDIA GeForce RTX 4090,71,900,0.7,Inference,gemma3n:e4b,6.9B,https://github.com/raphischer/ai-energy-validation.git,conda,fischer,PROJECT,main.py,gaudy-elk-924,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,a53f9954b59e9eb3d783fc6e12876855c920794a,local
daa6be7257a34809aca398b8c4d28e2c,867704528900948243,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/867704528900948243/daa6be7257a34809aca398b8c4d28e2c/artifacts,2025-09-09 16:58:12.223000+00:00,2025-09-09 17:13:39.305000+00:00,892.4181019089992,8405.0,89410.0,255102.67666147862,24.119408159702683,6894.66693679672,LLM Benchmark (Puffin),7547589116,NVIDIA GeForce RTX 4090,37,900,0.1,Inference,gemma3n:e4b,6.9B,https://github.com/raphischer/ai-energy-validation.git,conda,fischer,PROJECT,main.py,adventurous-skunk-74,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,a53f9954b59e9eb3d783fc6e12876855c920794a,local
1aaee8af37cf41d5aeff810c53271c3b,867704528900948243,FAILED,file:///home/fischer/repos/ai-energy-validation/mlruns/867704528900948243/1aaee8af37cf41d5aeff810c53271c3b/artifacts,2025-09-09 16:45:48.365000+00:00,2025-09-09 16:58:10.525000+00:00,,,,,,,LLM Benchmark (Puffin),7547589116,NVIDIA GeForce RTX 4090,,900,0.1,Inference,gemma3n:e4b,6.9B,https://github.com/raphischer/ai-energy-validation.git,conda,fischer,PROJECT,main.py,ambitious-pig-356,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,a53f9954b59e9eb3d783fc6e12876855c920794a,local
31ce902862e54b6aadc2c668d888dafb,867704528900948243,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/867704528900948243/31ce902862e54b6aadc2c668d888dafb/artifacts,2025-09-09 16:24:51.435000+00:00,2025-09-09 16:45:45.741000+00:00,1228.8133802079992,8434.0,102672.0,511912.8733432536,21.55812947733332,8980.927602513222,LLM Benchmark (Puffin),8149190253,NVIDIA GeForce RTX 4090,57,900,0.7,Inference,gemma3:12b,12.2B,https://github.com/raphischer/ai-energy-validation.git,conda,fischer,PROJECT,main.py,loud-stoat-879,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,a53f9954b59e9eb3d783fc6e12876855c920794a,local
65617ad22be2461bbca6f6d5948be14a,867704528900948243,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/867704528900948243/65617ad22be2461bbca6f6d5948be14a/artifacts,2025-09-09 16:07:31.372000+00:00,2025-09-09 16:24:48.915000+00:00,894.8926145179994,11835.0,75119.0,370306.8699220149,14.204644674888879,5877.886824158966,LLM Benchmark (Puffin),8149190253,NVIDIA GeForce RTX 4090,63,900,0.1,Inference,gemma3:12b,12.2B,https://github.com/raphischer/ai-energy-validation.git,conda,fischer,PROJECT,main.py,luminous-wren-797,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,a53f9954b59e9eb3d783fc6e12876855c920794a,local
8493c47c417f4cc4aaf24a0664353fa0,867704528900948243,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/867704528900948243/8493c47c417f4cc4aaf24a0664353fa0/artifacts,2025-09-09 15:52:05.200000+00:00,2025-09-09 16:07:28.794000+00:00,898.215622918,31279.0,158160.0,313635.0331052283,5.3465215649880955,1866.8751970549306,LLM Benchmark (Puffin),3338801804,NVIDIA GeForce RTX 4090,168,900,0.7,Inference,gemma3:4b,4.3B,https://github.com/raphischer/ai-energy-validation.git,conda,fischer,PROJECT,main.py,bald-lynx-7,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,a53f9954b59e9eb3d783fc6e12876855c920794a,local
c86e30989660475981cb9c99cd0f6c30,867704528900948243,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/867704528900948243/c86e30989660475981cb9c99cd0f6c30/artifacts,2025-09-09 15:33:14.079000+00:00,2025-09-09 15:52:02.721000+00:00,1064.1784272369987,18533.0,187808.0,369963.27195769333,6.651115170231241,2312.2704497355835,LLM Benchmark (Puffin),3338801804,NVIDIA GeForce RTX 4090,160,900,0.1,Inference,gemma3:4b,4.3B,https://github.com/raphischer/ai-energy-validation.git,conda,fischer,PROJECT,main.py,flawless-fowl-484,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,a53f9954b59e9eb3d783fc6e12876855c920794a,local
d64026dafea24c1e8de6e94922a023f6,867704528900948243,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/867704528900948243/d64026dafea24c1e8de6e94922a023f6/artifacts,2025-09-09 15:16:59.910000+00:00,2025-09-09 15:33:11.439000+00:00,946.606493741,14726.0,310945.0,301656.6801988171,8.09065379265812,2578.262223921514,LLM Benchmark (Puffin),1117322768,NVIDIA GeForce RTX 4090,117,900,0.7,Inference,deepseek-r1:1.5b,1.8B,https://github.com/raphischer/ai-energy-validation.git,conda,fischer,PROJECT,main.py,monumental-whale-573,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,a53f9954b59e9eb3d783fc6e12876855c920794a,local
cb4d1bf4d0ae4103b126eb6681c5a5c5,867704528900948243,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/867704528900948243/cb4d1bf4d0ae4103b126eb6681c5a5c5/artifacts,2025-09-09 14:59:54.104000+00:00,2025-09-09 15:16:57.346000+00:00,976.4345137789996,8746.0,319207.0,314922.8209460839,16.007123176704912,5162.669195837441,LLM Benchmark (Puffin),1117322768,NVIDIA GeForce RTX 4090,61,900,0.1,Inference,deepseek-r1:1.5b,1.8B,https://github.com/raphischer/ai-energy-validation.git,conda,fischer,PROJECT,main.py,suave-dolphin-10,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,a53f9954b59e9eb3d783fc6e12876855c920794a,local
69d71121a89342eabed6bb306082b73f,867704528900948243,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/867704528900948243/69d71121a89342eabed6bb306082b73f/artifacts,2025-09-09 14:43:37.548000+00:00,2025-09-09 14:59:51.466000+00:00,900.1169877450002,,0.0,346252.3775618141,0.3338712862555639,128.43189078702304,LLM Benchmark (Puffin),5225376047,NVIDIA GeForce RTX 4090,2696,900,0.7,Inference,deepseek-r1:8b,8.2B,https://github.com/raphischer/ai-energy-validation.git,conda,fischer,PROJECT,main.py,orderly-seal-718,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,a53f9954b59e9eb3d783fc6e12876855c920794a,local
85ffdee974e443b0be1546ef37713d8d,867704528900948243,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/867704528900948243/85ffdee974e443b0be1546ef37713d8d/artifacts,2025-09-09 14:25:40.706000+00:00,2025-09-09 14:43:34.843000+00:00,967.2925988390002,899.0,119679.0,403327.5721402378,60.455787427437514,25207.97325876486,LLM Benchmark (Puffin),5225376047,NVIDIA GeForce RTX 4090,16,900,0.1,Inference,deepseek-r1:8b,8.2B,https://github.com/raphischer/ai-energy-validation.git,conda,fischer,PROJECT,main.py,spiffy-cow-60,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,a53f9954b59e9eb3d783fc6e12876855c920794a,local
b64d2d7e884d44529c8b181b7d6dd27c,867704528900948243,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/867704528900948243/b64d2d7e884d44529c8b181b7d6dd27c/artifacts,2025-09-09 14:10:19.258000+00:00,2025-09-09 14:25:38.140000+00:00,893.6726952219997,16250.0,142487.0,344846.63534796325,11.915635936293329,4597.955137972844,LLM Benchmark (Puffin),13780173724,NVIDIA GeForce RTX 4090,75,900,0.7,Inference,gpt-oss:20b,20.9B,https://github.com/raphischer/ai-energy-validation.git,conda,fischer,PROJECT,main.py,bemused-calf-408,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,a53f9954b59e9eb3d783fc6e12876855c920794a,local
7236a76798ee48fb9ecf36c4f1ed5336,867704528900948243,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/867704528900948243/7236a76798ee48fb9ecf36c4f1ed5336/artifacts,2025-09-09 13:51:29.812000+00:00,2025-09-09 14:10:16.755000+00:00,908.6075070119998,6507.0,142905.0,349147.09838415636,22.715187675299994,8728.677459603909,LLM Benchmark (Puffin),13780173724,NVIDIA GeForce RTX 4090,40,900,0.1,Inference,gpt-oss:20b,20.9B,https://github.com/raphischer/ai-energy-validation.git,conda,fischer,PROJECT,main.py,polite-auk-614,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,a53f9954b59e9eb3d783fc6e12876855c920794a,local

