run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.power_draw,metrics.n_tokens_out,metrics.power_draw_total,metrics.running_time,metrics.n_tokens_in,metrics.running_time_total,params.model,params.parameters,params.dataset,params.file_size,params.n_samples,params.architecture,params.task,params.temperature,params.seconds,tags.mlflow.source.name,tags.mlflow.project.env,tags.mlflow.source.git.commit,tags.mlflow.user,tags.mlflow.project.backend,tags.mlflow.source.git.repoURL,tags.mlflow.runName,tags.mlflow.project.entryPoint,tags.mlflow.source.type
01c2dc00f1ef453792ed288daf99b18d,678602867906376272,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/678602867906376272/01c2dc00f1ef453792ed288daf99b18d/artifacts,2025-09-04 09:43:11.471000+00:00,2025-09-04 09:53:22.710000+00:00,5988.630181894972,49311.0,245533.83745769385,14.288170384780488,4093.0,585.814985776,gemma3:12b,12.2B,LLM Benchmark (Puffin),8149190253,41,NVIDIA GeForce RTX 4090,Inference,0.7,600,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,conda,72306b5352c7b8a14a0023c9d571521211d52bc0,fischer,local,https://github.com/raphischer/ai-energy-validation.git,rebellious-tern-878,main.py,PROJECT
5c47935a6d3f4f4dac5a3534603dde2f,678602867906376272,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/678602867906376272/5c47935a6d3f4f4dac5a3534603dde2f/artifacts,2025-09-04 09:29:15.469000+00:00,2025-09-04 09:43:08.873000+00:00,14511.153447347726,60284.0,304734.22239430225,34.4635251699046,2217.0,723.7340285679966,gemma3:12b,12.2B,LLM Benchmark (Puffin),8149190253,21,NVIDIA GeForce RTX 4090,Inference,0.1,600,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,conda,72306b5352c7b8a14a0023c9d571521211d52bc0,fischer,local,https://github.com/raphischer/ai-energy-validation.git,smiling-cat-282,main.py,PROJECT
7c70227e21d2444990cf63abf9244b03,678602867906376272,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/678602867906376272/7c70227e21d2444990cf63abf9244b03/artifacts,2025-09-04 09:18:44.718000+00:00,2025-09-04 09:29:12.953000+00:00,3016.406288047361,105058.0,211148.44016331527,8.492846523414482,11710.0,594.4992566390138,gemma3:4b,4.3B,LLM Benchmark (Puffin),3338801804,70,NVIDIA GeForce RTX 4090,Inference,0.7,600,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,conda,72306b5352c7b8a14a0023c9d571521211d52bc0,fischer,local,https://github.com/raphischer/ai-energy-validation.git,sneaky-turtle-396,main.py,PROJECT
300b3b84ac504079880fa9b33d56cae3,678602867906376272,RUNNING,file:///home/fischer/repos/ai-energy-validation/mlruns/678602867906376272/300b3b84ac504079880fa9b33d56cae3/artifacts,2025-09-04 09:18:42.310000+00:00,,,,,,,,gemma3:4b,,,,,,,0.7,600,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,conda,72306b5352c7b8a14a0023c9d571521211d52bc0,fischer,,https://github.com/raphischer/ai-energy-validation.git,welcoming-shrimp-722,main.py,PROJECT
4162f013f1204a7781b00fe26b3636c1,678602867906376272,FAILED,file:///home/fischer/repos/ai-energy-validation/mlruns/678602867906376272/4162f013f1204a7781b00fe26b3636c1/artifacts,2025-09-04 09:09:34.134000+00:00,2025-09-04 09:18:40.672000+00:00,,,,,,,gemma3:4b,4.3B,LLM Benchmark (Puffin),3338801804,,NVIDIA GeForce RTX 4090,Inference,0.7,600,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,conda,72306b5352c7b8a14a0023c9d571521211d52bc0,fischer,local,https://github.com/raphischer/ai-energy-validation.git,polite-finch-917,main.py,PROJECT
96ee4870af814b59b3a0434ab4e06fda,678602867906376272,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/678602867906376272/96ee4870af814b59b3a0434ab4e06fda/artifacts,2025-09-04 08:54:38.136000+00:00,2025-09-04 09:09:31.536000+00:00,4127.796161582349,143738.0,288945.7313107644,11.617188529042844,9171.0,813.203197032999,gemma3:4b,4.3B,LLM Benchmark (Puffin),3338801804,70,NVIDIA GeForce RTX 4090,Inference,0.1,600,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,conda,72306b5352c7b8a14a0023c9d571521211d52bc0,fischer,local,https://github.com/raphischer/ai-energy-validation.git,peaceful-stork-557,main.py,PROJECT
b9ee994f19864d4d8ed1035384af4eb4,678602867906376272,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/678602867906376272/b9ee994f19864d4d8ed1035384af4eb4/artifacts,2025-09-04 08:40:46.322000+00:00,2025-09-04 08:54:35.523000+00:00,245.1468719980296,3445.0,245146.87199802962,0.5994912659859983,19000.0,599.4912659859983,deepseek-r1:8b,8.2B,LLM Benchmark (Puffin),5225376047,1000,NVIDIA GeForce RTX 4090,Inference,0.7,600,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,conda,72306b5352c7b8a14a0023c9d571521211d52bc0,fischer,local,https://github.com/raphischer/ai-energy-validation.git,rebellious-cat-439,main.py,PROJECT
1fe0dd973ba8489597c08a61a0f25841,678602867906376272,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/678602867906376272/1fe0dd973ba8489597c08a61a0f25841/artifacts,2025-09-04 08:29:51.946000+00:00,2025-09-04 08:40:43.826000+00:00,26163.20476990904,68559.0,235468.84292918135,61.38113055433496,1190.0,552.4301749890146,deepseek-r1:8b,8.2B,LLM Benchmark (Puffin),5225376047,9,NVIDIA GeForce RTX 4090,Inference,0.1,600,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,conda,72306b5352c7b8a14a0023c9d571521211d52bc0,fischer,local,https://github.com/raphischer/ai-energy-validation.git,popular-penguin-700,main.py,PROJECT
e16bc5824f08452cb678bd795c1acf18,678602867906376272,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/678602867906376272/e16bc5824f08452cb678bd795c1acf18/artifacts,2025-09-04 08:15:04.678000+00:00,2025-09-04 08:29:49.353000+00:00,11119.273116357228,129988.0,333578.19349071686,28.651451387566826,4872.0,859.5435416270047,gpt-oss:20b,20.9B,LLM Benchmark (Puffin),13780173724,30,NVIDIA GeForce RTX 4090,Inference,0.7,600,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,conda,72306b5352c7b8a14a0023c9d571521211d52bc0,fischer,local,https://github.com/raphischer/ai-energy-validation.git,luminous-roo-593,main.py,PROJECT
3e87cc78e59f418aaa634474b9673e79,678602867906376272,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/678602867906376272/3e87cc78e59f418aaa634474b9673e79/artifacts,2025-09-04 07:57:09.259000+00:00,2025-09-04 08:15:01.796000+00:00,16769.462650699814,156826.0,402467.10361679556,43.24168915616732,3494.0,1037.8005397480156,gpt-oss:20b,20.9B,LLM Benchmark (Puffin),13780173724,24,NVIDIA GeForce RTX 4090,Inference,0.1,600,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,conda,72306b5352c7b8a14a0023c9d571521211d52bc0,fischer,local,https://github.com/raphischer/ai-energy-validation.git,bold-kite-567,main.py,PROJECT
e693e2ed847b4445bce22f1bf85a5b3a,678602867906376272,FAILED,file:///home/fischer/repos/ai-energy-validation/mlruns/678602867906376272/e693e2ed847b4445bce22f1bf85a5b3a/artifacts,2025-09-04 07:52:27.021000+00:00,2025-09-04 07:57:07.645000+00:00,,,,,,,gpt-oss:20b,20.9B,LLM Benchmark (Puffin),13780173724,,NVIDIA GeForce RTX 4090,Inference,0.1,600,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,conda,72306b5352c7b8a14a0023c9d571521211d52bc0,fischer,local,https://github.com/raphischer/ai-energy-validation.git,righteous-gull-777,main.py,PROJECT

