run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.power_draw,metrics.running_time,metrics.n_tokens_out,metrics.power_draw_total,metrics.n_tokens_in,metrics.running_time_total,params.parameters,params.file_size,params.n_samples,params.temperature,params.seconds,params.task,params.architecture,params.dataset,params.model,tags.mlflow.project.entryPoint,tags.mlflow.source.git.repoURL,tags.mlflow.user,tags.mlflow.source.name,tags.mlflow.project.backend,tags.mlflow.project.env,tags.mlflow.source.git.commit,tags.mlflow.source.type,tags.mlflow.runName
65ce4d32b3484910b6b201582a7f3263,599820325933708175,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/599820325933708175/65ce4d32b3484910b6b201582a7f3263/artifacts,2025-08-31 17:54:00.092000+00:00,2025-08-31 17:56:34.106000+00:00,4638.510013903593,13.347823952636231,23210.0,51023.610152939524,2311.0,146.82606347899855,20.9B,13780173724,11,0.7,120,Inference,NVIDIA GeForce RTX 4090,LLM Benchmark (Puffin),gpt-oss:20b,main.py,https://github.com/raphischer/ai-energy-validation.git,fischer,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,local,conda,dd2a298800b5b5e1b1e85b45e92bb88c4d10c7b6,PROJECT,kindly-worm-613
b5667025c31043c68a9d84d6505662a7,599820325933708175,FINISHED,file:///home/fischer/repos/ai-energy-validation/mlruns/599820325933708175/b5667025c31043c68a9d84d6505662a7/artifacts,2025-08-31 17:47:51.730000+00:00,2025-08-31 17:53:57.249000+00:00,5526.65709571158,16.08830306079981,25185.0,55266.5709571158,2694.0,160.88303060799808,20.9B,13780173724,10,0.1,120,Inference,NVIDIA GeForce RTX 4090,LLM Benchmark (Puffin),gpt-oss:20b,main.py,https://github.com/raphischer/ai-energy-validation.git,fischer,file:///home/fischer/repos/ai-energy-validation#experiments/ollama,local,conda,dd2a298800b5b5e1b1e85b45e92bb88c4d10c7b6,PROJECT,merciful-bird-487

