timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-09T18:51:26,codecarbon,8cdb4592-3662-412a-a301-5abe90046604,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,891.6101171859991,0.02976548893011857,3.338397395496263e-05,47.27194118311188,246.7694489920853,20.0,0.01236901285770237,0.06083548894613,0.004930394980833728,0.07813489678466615,Germany,DEU,,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.11.13,3.0.4,32,13th Gen Intel(R) Core(TM) i9-13900K,1,1 x NVIDIA GeForce RTX 4090,,,62.46664810180664,machine,N,1.0
