timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-09-10T04:35:30,codecarbon,6058b2f0-0519-4f48-8141-a145f67879d8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,113.90278307900007,0.0024705980930960114,2.1690410245572906e-05,206.25524518105584,0,20.0,0.00585770270310286,0.0,0.0006276578247774718,0.00648536052788033,Germany,DEU,,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.11.13,3.0.4,32,13th Gen Intel(R) Core(TM) i9-13900K,1,1 x NVIDIA GeForce RTX 4090,,,62.46664810180664,machine,N,1.0
